,index_party,sent
2085,2085,"Deshalb wollen wir mit Mindeststandards sicherstellen, dass sich Erzieher*innen und andere pädagogische Fachkräfte um höchstens vier unter Dreijährige oder neun Kinder ab drei Jahren gleichzeitig kümmern."
2086,2086,Inklusive Einrichtungen benötigen abhängig vom Förderbedarf der Kinder einen besseren 144 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  Betreuungsschlüssel.
2087,2087,"Darüber hinaus müssen sie genügend Zeit für Vorund Nachbereitung, Zusammenarbeit mit Familien, Netzwerkarbeit im Sozialraum und Fortbildungen haben."
2088,2088,"Den Fachkräften in den KiTas stärken wir den Rücken mit Fachberatung, Supervisionsund Mentoring-Programmen, Lernortkooperationen und Unterstützung für berufliche Weiterentwicklung innerhalb des KiTa-Systems."
2089,2089,"Damit alle Kinder einen Platz in einer guten und inklusiven KiTa bekommen können, wollen wir das Engagement des Bundes beim Platzausbau weiterführen und verstärken."
2090,2090,"Eltern, insbesondere Alleinerziehenden, ermöglicht ein Kinderbetreuungsplatz gesellschaftliche wie berufliche Teilhabe."
2091,2091,Der KiTa-Platz muss den Lebensund Arbeitsrealitäten von Eltern gerecht werden.
2092,2092,Auch bei Schichtund Wochenendarbeit muss es Angebote geben.
2093,2093,"Mehr Fachkräfte in KiTas, Horten und Schulen Die pädagogischen Fachkräfte in KiTas, Horten oder Schulen tragen eine hohe Verantwortung, denn sie prägen den Lebensweg von Kindern bereits in sehr frühen Jahren entscheidend mit."
2094,2094,Doch diese Verantwortung spiegelt sich noch nicht ausreichend in der Bezahlung der Fachkräfte wider.
2095,2095,"Für die wichtige Arbeit, die Erzieher*innen, Lehrkräfte und andere Pädagog*innen im Bildungssystem und in der Jugendhilfe leisten, brauchen sie einen guten Lohn und gute Arbeitsbedingungen."
2096,2096,"Mit einer wirkungsvollen Fachkräfteoffensive wollen Kapitel 4 wir zudem für faire Ausbildungsvergütungen, Weiterentwicklungsmöglichkeiten und gute Arbeitsbedingungen sorgen, dabei darf die Ausbildung zum Erzieherinnenberuf nicht am Schulgeld scheitern."
2097,2097,"Um den Mangel an pädagogischen Fachund Lehrkräften mit gut qualifiziertem Personal nachhaltig bewältigen zu können, wollen wir mit einem Bund-Länder-Programm hochwertige Quereinstiegsbildung fördern, bestehende Weiterbildungsund Qualifizierungsangebote stärken und gemeinsame Qualitätsstandards sichern."
2098,2098,"Recht auf einen Ganztagsplatz für jedes Grundschulkind und gute Lernbedingungen an weiterführenden Schulen Schulen sollen starke Orte der Bildung, der Begegnung und der Inspiration sein."
2099,2099,"Dafür brauchen sie motivierte Fachkräfte, gut ausgestat- Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 145  tete barrierefreie Räume und Zeit."
2100,2100,"Zeit für gemeinsames Lernen und Spielen, Forschen und Entdecken, gemeinsame kulturelle, soziale und demokratische Erfahrungen, Sprachund Bewegungsförderung, individuelle Förderung und Betreuung."
2101,2101,Dafür sind Ganztagsplätze in einer Grundschule oder einem Hort und gute Lernbedingungen an weiterführenden Schulen wichtig.
2102,2102,"Unser Ziel ist, einen individuellen Rechtsanspruch für jedes Grundschulkind auf Ganztagsbildung und -betreuung mit Qualitätsstandards umzusetzen – mit genügend Fachkräften in multiprofessionellen Teams, anregenden Räumen und Schulhöfen, einem gesunden Mittagessen und einer breit gefächerten Zusammenarbeit mit Vereinen, Musikschulen und anderen Akteur*innen vor Ort."
2103,2103,Derartige Kooperationen wollen wir finanziell unterstützen.
2104,2104,"In der Gestaltung des Ganztages ist die Jugendhilfe ein wichtige Partnerin der Schulen, da im Ganztag neben dem schulischen Lernen die informelle Bildung unerlässlich ist."
2105,2105,Leitbild sind integrierte Ganztagskonzepte für eine umfassende Persönlichkeitsbildung.
2106,2106,"Es gilt, Ganztag und gute weiterführende Schulen für alle Kinder zu ermöglichen, ob mit Behinderungen oder ohne."
2107,2107,"Wir bekennen uns zum Bewegungsziel der WHO, die körperliche Inaktivität von Kindern, Jugendlichen und Erwachsenen bis 2030 um 15 Prozent zu senken."
2108,2108,In jedem Ganztag soll mindestens ein Bewegungsangebot zur Auswahl stehen.
2109,2109,"Der Anspruch auf Integrationshilfe muss überall gelten – über die individuelle Hilfe oder über eine Poollösung, gleich ob in der Ganztagsschule oder bei Hortangeboten durch die Jugendhilfe."
2110,2110,Die Arbeitsbe- Kapitel 4 dingungen und die Entlohnung der Integrationshelfer*innen sollen ihre anspruchsund verantwortungsvolle Tätigkeit widerspiegeln.
2111,2111,Eltern von Kindern und Jugendlichen mit Behinderungen dürfen keine zusätzlichen Kosten entstehen.
2112,2112,Die Umsetzung des Rechtsanspruchs wird ein gesamtdeutscher Kraftakt.
2113,2113,Das muss sich in der Beteiligung des Bundes an den Kosten widerspiegeln.
2114,2114,"Um alle Grundschulen auf ihrem Weg zu inklusiven Orten der Ganztagsbildung zu unterstützen, werden wir ein Begleitprogramm zur Förderung einer integrierten, professionsübergreifenden Schulentwicklung auf den Weg bringen und damit Koordinierungsstellen fördern."
2115,2115,Langfristig wollen wir die Schulsozialarbeit ausbauen und flächendeckend als Bestandteil des Ganztags verankern.
2116,2116,"146 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  Corona-Rettungsschirm für Kinder und Jugendliche Die Pandemie hat tiefe Spuren hinterlassen, gerade bei Kindern, die es zu Hause auch davor schon schwerer hatten."
2117,2117,"Sommercamps und Nachhilfe in den Kernfächern alleine werden nicht ausreichen, um die Folgen der Krise zu bewältigen."
2118,2118,Wir wollen die Kinder und Jugendlichen in den Mittelpunkt rücken.
2119,2119,"Sie brauchen jetzt eine helfende Hand, ein offenes Ohr und freie Räume, um den Weg in ihr normales Leben zurückzufinden."
2120,2120,"Dafür bauen wir Sport-, Erlebnis-, und Kulturangebote aus und stärken die Beratung und Einzelfallhilfe für Schüler*innen sowie die Vermittlung von Wissen zur psychischen Gesundheit und zu Krisen an Schulen."
2121,2121,"Mit Mentor*innen, Bildungslots*innen, Schulsozialarbeiter*innen und Psycholog*innen knüpfen wir ein sicheres Netz an breiter Unterstützung, um die psychische Gesundheit von unseren Kindern und Jugendlichen nachhaltig besser zu schützen."
2122,2122,"Jedes zusätzliche Angebot für die Krisenbewältigung soll die Qualität an KiTas, Horten und Ganztagsschulen langfristig voranbringen."
2123,2123,Programm für Schulen in benachteiligten Regionen und Quartieren Bildungschancen sind Zukunftschancen.
2124,2124,"Jedes Kind hat ein Recht auf eine gute Schule, egal, wo es lebt."
2125,2125,Der Alltag sieht aber anders aus.
2126,2126,"Wir wollen dauerhafte Finanzierungswege für mehr Bildungs- Kapitel 4 gerechtigkeit schaffen, um Regionen oder Quartiere mit Schulen mit besonderem Unterstützungsbedarf zu stärken."
2127,2127,Nachhaltige Bildungserfolge ergeben sich nur durch die abgestimmte Zusammenarbeit aller am Bildungsprozess beteiligten Institutionen und Menschen und durch langfristige Finanzierungswege.
2128,2128,"Wir fördern multiprofessionelle Teams, in denen sich Lehrkräfte, Schulsozialarbeiter*innen, Erzieher*innen, Schulpsycholog*innen und weitere in der Schule oder Region tätige Fachkräfte gegenseitig ergänzen und mit unterschiedlichen Perspektiven bereichern, um die Schüler*innen und ihre Familien bestmöglich unterstützen zu können."
2129,2129,"Dazu gehört es, systematische Vorsorgearbeit zu leisten, Lernrückstände zu schließen und deutsche wie auch muttersprachliche Sprachfertigkeiten zu fördern."
2130,2130,Mehrsprachigkeit sollte als Reichtum begriffen werden und nicht als Defizit.
2131,2131,Alle Akteur*innen kooperieren auf Augenhöhe.
2132,2132,So werden Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 147  auch die Partizipation der Schüler*innen und die Kooperation mit Eltern verbessert und Schulen werden zu Unterstützungsorten für die ganze Familie.
2133,2133,Wir wollen die psychische Gesundheit von Kindern und Jugendlichen nachhaltig besser schützen.
2134,2134,Schüler*innen sollen sich wohlfühlen können und sich in der Schule sicher fühlen.
2135,2135,"Nicht nur im Klassenzimmer, sondern auch auf dem Pausenhof, in den Gängen und in den sanitären Räumlichkeiten."
2136,2136,Darum wollen wir in eine bessere Lernumgebung und höhere Bildungsqualität investieren.
2137,2137,"Welche Maßnahmen für Bildungsgerechtigkeit, auch im internationalen Vergleich, gut funktionieren, soll wissenschaftlich intensiver eruiert und mit Handlungsempfehlungen versehen werden."
2138,2138,"Bildung auf die Höhe der Zeit bringen Bildung in der digitalen Welt ist viel mehr als Wissensvermittlung, sie ist ein Schlüssel für Zukunftskompetenzen."
2139,2139,"Die Digitalisierung hat unsere Art zu leben verändert, also muss sich auch unsere Art, Schule zu denken, wandeln."
2140,2140,Dazu gehören selbstverständlich auch Berufsschulen und -kollegs.
2141,2141,"Mit Lehrer*innen, die Kompetenzorientierung in den Mittelpunkt des Lernens rücken, Schüler*innen, die sich spielerisch, zum Beispiel durch Game-based Learning, kooperativ neue Inhalte erschließen, und Schulen, die dafür technisch optimal aufgestellt sind."
2142,2142,Dabei müssen sowohl das technische Grundverständnis als auch die soziale Dimension der digitalen Entwicklung Thema sein.
2143,2143,"Kapitel 4 Allerdings hat die Pandemie gezeigt, dass es schon an den Grundlagen fehlt, auch im Vergleich mit anderen Ländern."
2144,2144,"Das wollen wir ändern: mit einer zeitgemäßen, datenschutzfreundlichen digitalen Ausstattung und mit Strukturen, die die Schulen beim digitalen Lehren und Lernen wirkungsvoll unterstützen – mit kontinuierlichen Fortund Weiterbildungsangeboten für das pädagogische Fachpersonal sowie einem zentralen Ort der Beratung und des Austauschs zur Bildung in einer digitalen Welt."
2145,2145,"Hauptberufliche Administrator*innen sind notwendig, um die technische Infrastruktur an Schulen aufzubauen und zu pflegen. Wir wollen dies im Rahmen der Befugnisse des Bundes fördern."
2146,2146,Gemeinsam mit den Ländern wollen wir die digitale Ausbildung der Lehrer*innen verbessern.
2147,2147,"Wir wollen, dass Tablet oder Laptop selbstverständliche Lernmittel sind."
2148,2148,"Unser Ziel ist es, allen Schüler*innen neue Arten des Lernens zu ermöglichen und sie auch auf eine selbst- 148 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  bestimmte und gesunde Teilhabe in einer digitalisierten Welt vorzubereiten."
2149,2149,Dafür wollen wir Anwendungen wie quelloffene und sichere Lernplattformen oder Videokonferenzsysteme umfassend fördern und setzen uns für die Umsetzung des Rechts auf Löschung personenbezogener Daten für Kinder ein.
2150,2150,"Zukunftskompetenzen wie Kooperation, Kommunikation, Kreativität und kritisches Denken werden immer relevanter."
2151,2151,"Diese Zukunftskompetenzen möchten wir so fördern, wie es am pädagogisch sinnvollsten ist, ob digital oder analog."
2152,2152,Dazu gehört auch die Förderung der MINT-Themen an Schulen.
2153,2153,Durch die Digitalisierung ist Bildung weniger ortsgebunden: Neue Freiräume für überregionale und internationale Kooperationen mit Bildungsund Kultureinrichtungen entstehen.
2154,2154,"Um das alles umzusetzen, wollen wir auch den DigitalPakt zu einem echten gemeinsamen Vorhaben nachhaltig und dauerhaft weiterentwickeln – mit klaren Zielen und Zeithorizonten, die gemeinsam im Rahmen der jeweiligen Verantwortung von Bund, Ländern und Kommunen erreicht werden sollen."
2155,2155,"Bildung für nachhaltige Entwicklung (BNE) stärken Wir fördern die Umsetzung des UNESCO-Programms Bildung für nachhaltige Entwicklung, das weltweit die Integration von BNE in alle Bildungsnetzwerke und auf kommunaler Ebene vorantreiben soll."
2156,2156,BNE ist deshalb in allen Bildungsphasen und Bildungsbereichen gemäß des nationalen Aktionsplans BNE zu verankern.
2157,2157,"Um Anreize für Kom- Kapitel 4 munen zu schaffen, werden in Kooperation mit den Ländern lokale und regionale Bildungsnetzwerke initiiert und unterstützt."
2158,2158,Das vom Bund geförderte BNE-Kompetenzzentrum begleitet bereits rund 50 der über 10.000 Kommunen in Deutschland.
2159,2159,"Es muss gestärkt werden, um mehr Kommunen Angebote machen zu können."
2160,2160,"Bildungszusammenarbeit von Bund und Ländern Unser Ziel ist ein Bildungssystem, das überall und für alle gute Ausgangsbedingungen für eine gebührenfreie, zukunftsgerichtete und inklusive Bildung sichert und unabhängig von Geschlecht, Herkunft, Aufenthaltstitel oder Behinderungen gleiche und gerechte Chancen garantiert."
2161,2161,"Für notwendige Maßnahmen braucht es einerseits eine ausreichende finanzielle Ausstattung der Länder, andererseits Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 149  wollen wir die Zusammenarbeit zwischen Bund, Ländern und Kommunen verfassungsrechtlich absichern."
2162,2162,"So sollen Schulen zu Orten werden, die – verankert in der Nachbarschaft – auf die Entwicklung der jeweiligen Potenziale der Kinder ausgerichtet sind."
2163,2163,Schulen brauchen dafür eigene Entscheidungsspielräume.
2164,2164,"Grundlage all dessen ist jedoch eine kluge, vorausschauende, mehr Flexibilität ermöglichende Bildungsfinanzierung, vor allem in den Grundschulen und KiTas, da hier die Basis gelegt wird."
2165,2165,"In Abstimmung mit den Ländern setzen wir uns für moderne, nachhaltige und einheitlichere Bildungsziele und die Umsetzung des grundgesetzlich verbrieften Sonderungsverbots ein."
2166,2166,In der KiTa sowie allen Schulformen müssen Kinder und Jugendliche sich frei entwickeln können und vor Diskriminierung geschützt sein.
2167,2167,"Sie brauchen dafür Ansprechpersonen und es braucht Bildungsprogramme zu Antidiskriminierung, Diversität, LSBTIQ* und Demokratieverständnis."
2168,2168,"Wir stärken Ausbildung und Studium Sichere Ausbildungsperspektiven Trotz enormen Fachkräftemangels sinkt die Zahl der jungen Menschen, die eine Berufsausbildung beginnen."
2169,2169,Gleichzeitig landen immer mehr in den Warteschleifen des Übergangssystems.
2170,2170,Die duale Kapitel 4 Ausbildung muss auf sichere Beine gestellt werden.
2171,2171,Wir wollen mit der Ausbildungsgarantie allen jungen Menschen den Beginn einer anerkannten Ausbildung ermöglichen und das Recht auf Ausbildung absichern.
2172,2172,"Dafür fördern wir verstärkt Verbundausbildungen und nutzen, wo notwendig, auch außerbetriebliche Ausbildungen."
2173,2173,"Unternehmen, die ausbilden wollen, unterstützen wir über eine Umlagefinanzierung."
2174,2174,"So kann es gelingen, dass Betriebe ermutigt werden, weiterhin und verstärkt auszubilden, und junge Menschen – gerade in ländlichen Regionen – erhalten eine Bleibeperspektive."
2175,2175,Mit dem Ausbau und der Verbesserung der inklusiven assistierten Ausbildung und ausbildungsbegleitender Hilfen wollen wir mehr Jugendliche in Ausbildung unterstützen.
2176,2176,"Einzelne Ausbildungsbausteine sollen als Teilqualifikationen zertifiziert und anerkannt werden können, damit keine Leistung auf dem Weg zum vollwertigen Berufsabschluss verlo- 150 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  ren geht."
2177,2177,"Zudem wollen wir uns bei den zuständigen Stellen dafür einsetzen, dass Prüfungen in leichter Sprache vermehrt möglich gemacht werden."
2178,2178,"Damit alle Jugendlichen am Übergang von der Schule in den Beruf gute Beratung und in der Anfangsphase ihrer Ausbildung eine gute Betreuung aus einer Hand und unter einem Dach erhalten, unterstützen wir den Ausbau flächendeckender Jugendberufsagenturen."
2179,2179,Wir werden die Berufsberatung und die Leistungen zur Förderung der beruflichen Qualifizierung bis zur beruflichen Ersteingliederung bündeln und gemeinsam mit der Arbeitsagentur stärken.
2180,2180,"Gleichwertige Chancen durch berufliche und akademische Bildung In Deutschland gibt es hochwertige Bildungswege, sowohl an Hochschulen als auch im dualen Berufsbildungssystem."
2181,2181,"Wir wollen, dass berufliche und akademische Bildung gleichwertige Chancen auf eine selbstbestimmte Lebensplanung und ein erfolgreiches Arbeitsleben bieten und eine echte Wahlfreiheit für junge Menschen besteht."
2182,2182,Sowohl Ausbildung als auch Studium vermitteln wertvolle und vielfältig einsetzbare Fähigkeiten.
2183,2183,Dafür müssen alle berufsbildenden Schulen gut ausgestattet sein und Ausbildungen müssen ein eigenständiges Leben oberhalb der Armutsgrenze ermöglichen.
2184,2184,"Deshalb setzen wir uns für eine Mindestausbildungsvergütung von mindestens 80 Prozent der durchschnittlichen, tariflichen Ausbildungsver- Kapitel 4 gütungen ein."
2185,2185,Abschlussvoraussetzungen für die Eingruppierung in Entgeltgruppen des öffentlichen Dienstes im gehobenen und höheren Dienst wollen wir im Bund flexibilisieren und die Gleichwertigkeit von beruflicher und akademischer Bildung bei Ausschreibungen der Bundesbehörden stärken.
2186,2186,Daneben sind Talentscouting-Programme genauso wie die Begabtenförderung unabhängig vom Bildungsgang auszubauen.
2187,2187,Ausbildung und Studium sind Zeit Neues zu entdecken.
2188,2188,Deshalb sollen mehr Auslandsaufenthalte für Auszubildende und Studierende ermöglicht werden.
2189,2189,Ebenso wollen wir Studium und Ausbildung für Menschen aus dem Ausland erleichtern.
2190,2190,"Wir unterstützen die Aufstockung der europäischen Förderprogramme wie ERASMUS+ und möchten, dass mindestens 10 Prozent der Auszubildenden einen Auslandsaufenthalt antreten können."
2191,2191,So internationalisieren wir neben der akademischen auch die berufliche Bildung.
2192,2192,"Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 151  Eine Grundsicherung in Ausbildung und Studium Wir wollen, dass sich jede*r eine schulische Ausbildung oder ein Studium leisten kann, unabhängig von der Einkommensund Vermögenssituation der Eltern."
2193,2193,Dafür wollen wir das BAföG neu aufsetzen und zu einer Grundsicherung für alle Studierenden und Auszubildenden umbauen.
2194,2194,"Sie soll in einem ersten Schritt aus einem Garantiebetrag und einem Bedarfszuschuss bestehen, der den Gesamtbetrag im Vergleich zum heutigen BAföG substanziell erhöht und dem Großteil des in Frage kommenden Personenkreises zugutekommt."
2195,2195,Studierende oder Auszubildende bekommen den Betrag direkt überwiesen.
2196,2196,Perspektivisch soll sie elternunabhängig gestaltet sein.
2197,2197,"Da nicht jeder Bildungsweg linear ist oder zum Teil berufsbegleitend verläuft, wollen wir die Bildungsfinanzierung noch stärker altersunabhängig konzipieren."
2198,2198,Ein Schritt in diese Richtung ist die Einführung eines Weiterbildungs-BAföGs.
2199,2199,"Menschen mit Behinderung erhalten weiter gehende, unbürokratische Unterstützung."
2200,2200,Studienund Verwaltungsgebühren an staatlichen Hochschulen lehnen wir ab.
2201,2201,"Die studentische Krankenversicherung wollen wir, insbesondere mit Blick auf die Altersund Semestergrenzen, weiterentwickeln."
2202,2202,"Solange die Regelstudienzeit relevant für die Studienfinanzierung ist, soll Engagement von Studierenden durch verbesserte Anrechnungsmöglichkeiten von ehrenamtlicher Arbeit gefördert werden."
2203,2203,Wir wollen Studierende und ihre Vertretungen auf Bundesebene stärker einbeziehen und ihre Mitspra- Kapitel 4 chemöglichkeiten in hochschulund wissenschaftspolitischen Fragen ausbauen.
2204,2204,"Dafür wollen wir zum Beispiel auf Bundesebene den Weg bereiten, eine Vertretung aller Studierenden einzuführen."
2205,2205,Sie soll von Studierenden vollständig selbst verwaltet werden und unabhängig von anderen Institutionen agieren.
2206,2206,"Wir ermöglichen lebensbegleitendes Lernen Ein Rechtsanspruch auf Weiterbildung Die Möglichkeit zur beruflichen Neuorientierung und der Freiraum, Neues zu lernen, sind in einer modernen Wissensgesellschaft und Arbeitswelt im Umbruch, die Chancen bieten soll, unerlässlich."
2207,2207,"Auch 152 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  durch die Corona-Pandemie ist bei vielen die Notwendigkeit entstanden, sich neue Arbeitsfelder zu erschließen."
2208,2208,"Wir wollen, dass jede*r, egal ob arbeitslos, selbständig oder angestellt, künftig selbstbestimmt neue berufliche Perspektiven entwickeln kann."
2209,2209,Wir treten daher für einen individuellen Rechtsanspruch auf Weiterbildung und Qualifizierung ein.
2210,2210,"Zur sozialen Absicherung ist für arbeitsmarktbedingte Weiterbildungen und Qualifizierungen ein auskömmliches Weiterbildungsgeld nötig, für alle anderen, die sich beruflich entwickeln oder neuorientieren wollen, ein Weiterbildungs-BAföG."
2211,2211,"So profitieren auch diejenigen, die bei der beruflichen Weiterbildung und Qualifizierung bislang das Nachsehen haben, etwa Frauen, Menschen mit Migrationsgeschichte oder Behinderungen und alle prekär Beschäftigten."
2212,2212,"Um abhängig Beschäftigten die Zeit für eine berufliche Qualifizierung und Weiterbildung einzuräumen, wollen wir einen Freistellungsanspruch mit Rückkehrrecht auf den vorherigen Stundenumfang einführen."
2213,2213,Daneben werden wir für eine verbesserte und gebündelte Beratung und Unterstützung Bildungsagenturen aufbauen.
2214,2214,Dort sollen sich die relevanten regionalen Träger von Weiterbildung vernetzen.
2215,2215,Wir setzen uns für gute Arbeitsbedingungen und faire Vergütung in der Weiterbildung ein und wollen die Volkshochschulen und ähnliche öffentliche und gemeinnützige Bildungseinrichtungen als wichtige Partner*innen der Weiterbildung unterstützen.
2216,2216,Alphabetisierung vorantreiben Immer noch können mehr als gut sechs Millionen Menschen ab 18 Kapitel 4 Jahren in Deutschland nicht ausreichend lesen und schreiben.
2217,2217,"Sie haben also Schwierigkeiten, ganze Texte zu verstehen und sind somit in ihrer gesellschaftlichen Teilhabe beeinträchtigt."
2218,2218,Diese Zahlen sind 100 Jahre nach Einführung der allgemeinen Schulpflicht und in einer der reichsten Industrienationen der Welt nicht hinnehmbar.
2219,2219,"Wir wollen Geld und Kurskapazitäten bereitstellen – für Erwachsene, aber auch für Kinder."
2220,2220,Denn die Ursachen liegen oft schon im Vorschulalter.
2221,2221,Wir wollen konkrete Reduktionsziele für Analphabetismus festlegen und evaluieren.
2222,2222,"In öffentlichen Bereichen wollen wir die barrierefreie Kommunikation fördern, um allen Menschen gesellschaftliche Teilhabe zu ermöglichen."
2223,2223,"Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 153  Wir verbessern die Bedingungen für die Wissenschaft Mehr Raum für große Ideen Die großen Herausforderungen unserer Zeit wie die Klimakrise, Pandemien oder auch eine effizientere Nutzung von Rohstoffen können wir nur mit der Hilfe von innovativen Lösungen und Fortschritt bewältigen."
2224,2224,Der Markt kann dabei nicht alles allein.
2225,2225,Bei der Lösung solch großer Aufgaben muss der Staat Innovationen missionsorientiert vorantreiben.
2226,2226,"Er soll klare Zielvorgaben machen, Anreize schaffen, Kooperationen von Unternehmen, Hochschulen und Zivilgesellschaft organisieren und mit gezielter Forschungsförderung und strategischer Industrieund Beschaffungspolitik Dynamik entfachen."
2227,2227,"Ein Hochschul-Campus wird hier zum Experimentierraum für reale Veränderungen, der stark mit seiner Umgebung vernetzt ist und Strahlkraft in die ganze Region entwickelt."
2228,2228,Große Probleme können nur gemeinsam und umfassend gelöst werden.
2229,2229,Wir wollen deshalb die Förderpolitik des Bundes an den VN-Nachhaltigkeitszielen (SDGs) ausrichten.
2230,2230,Die zivile Ausrichtung von Wissenschaft ist zentral.
2231,2231,"Technische, soziale und ökologische Innovationen, die auch in der sozial-ökologischen Forschung verbunden sind, sind für Kapitel 4 uns gleichwertig."
2232,2232,Wir wollen die dringend notwendige nachhaltige Transformation auch durch den Aufund Ausbau von Forschungsverbünden und -infrastrukturen in Deutschland und Europa vorantreiben.
2233,2233,"Die „Agentur für Sprunginnovation“ (SprinD) soll flexibler ausgestaltet werden, damit sie sich auf ihre Kernaufgaben konzentrieren kann."
2234,2234,"Insgesamt wollen wir die Kompetenz für Wissenschaft und Forschung in allen Ministerien sowie den zentralen, obersten Bundesbehörden stärken und die ressortübergreifende Zusammenarbeit bei den großen Forschungsherausforderungen verbessern."
2235,2235,Unsere Behörden sollen nachhaltigen Wandel ermöglichen und nicht bremsen.
2236,2236,"Auch den unabhängigen Zugang zum All, wo die Raumfahrt wichtige Erkenntnisse über fundamentale Fragen gewinnt, gilt es zu erhalten."
2237,2237,"Deshalb wollen wir die Europäische Weltraumorganisation (ESA) und den Bereich New Space stärken und uns für einen europäi- 154 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  schen und neuen internationalen Rechtsrahmen einsetzen, der auch private Akteur*innen reguliert."
2238,2238,"Die Wissenschaft auskömmlich finanzieren Wir wollen die Verantwortung übernehmen, Deutschland als Wissensgesellschaft voranzubringen, beste Bedingungen für Forschung und Innovation zu schaffen und die Vielfalt des Wissenschaftssystems stärken."
2239,2239,Dazu gehören herausragende außeruniversitäre Forschungseinrichtungen genauso wie breit aufgestellte Hochschulen mit Spitzenforschung.
2240,2240,"Wir wollen erreichen, dass Staat und Unternehmen bis 2025 insgesamt mindestens 3,5 Prozent der Wirtschaftsleistung in Forschung und Entwicklung investieren und perspektivisch die Investitionen weiter ausbauen."
2241,2241,"So ermöglichen wir mehr Kreativität, Freiräume, auch mal Neuland zu betreten, und internationale Vernetzung und schaffen Planbarkeit für die Forschungslandschaft."
2242,2242,"Außerdem brauchen wir eine auskömmliche Grundfinanzierung in der Wissenschaft, um die Abhängigkeit von den in den letzten Jahren stark gestiegenen Drittmitteln wieder einzudämmen."
2243,2243,"Damit die eingesetzten Drittmittel zusätzliche Dynamiken freisetzen können, wollen wir öffentliche Drittmittel länger als die üblichen drei Jahre aufsetzen und die übernommenen Overheadkosten an den tatsächlich anfallenden Kosten orientieren."
2244,2244,International sichtbare universitäre Spitzenforschung soll auch vermehrt den Studierenden zugutekom- Kapitel 4 men und wir wollen die Exzellenzstrategie kooperativ weiterentwickeln.
2245,2245,Mit den Ländern wollen wir den Zukunftsvertrag Studium und Lehre sowie den Pakt für Forschung und Innovation verstetigen und qualitativ voranbringen.
2246,2246,Auskömmliche und nachhaltige Finanzierung erhöht auch in zukünftigen Krisen die Reaktionsfähigkeit des Wissenschaftssystems.
2247,2247,"Denn die Zukunft unseres Landes hängt auch davon ab, wie flexibel und frei unsere Forschungslandschaft ist."
2248,2248,Wissenschaft für alle In Zeiten von Informationsfilterblasen und Verschwörungsideologien einerseits und epochalen neuen Herausforderungen andererseits ist wissenschaftliche Beratung und die verständliche Vermittlung wissenschaftlicher Methodik wichtiger für die demokratische Debatte Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 155  denn je.
2249,2249,Die Fähigkeiten des richtigen Umgangs mit Informationen und wissenschaftlichen Erkenntnissen sind fundamental für eine aufgeklärte Gesellschaft.
2250,2250,"Eine stärkere Einbeziehung der Zivilgesellschaft durch partizipative und vernetzende Formate, ein sicherer Zugang zu Informationen für alle sowie die verständliche Vermittlung wissenschaftlicher Erkenntnisse sind Voraussetzungen für ein konstruktives, sich gegenseitig stimulierendes Verhältnis von Wissenschaft und Gesellschaft."
2251,2251,Außerdem wollen wir die Wissenschaftskommunikation stärken und die Ausund Weiterbildung von Wissenschaftler*innen in diesem Bereich fördern.
2252,2252,"Durch mehr partizipative Formate wie Reallabore, Citizen-Science oder Experimentierräume kann die Gesellschaft besser an Forschungsvorhaben teilhaben."
2253,2253,"Das bringt weitere Perspektiven ein und hilft, reale Veränderungsprozesse wissenschaftlich zu begleiten."
2254,2254,Im Kontext wissenschaftsgeleiteter Politik wollen wir interund transdisziplinäre wissenschaftliche Expertise frühzeitiger – etwa durch „Gesetzgebungslabore“ – in die Politikentwicklung einbeziehen.
2255,2255,"Die Technikfolgenabschätzung und das Monitoring der gesellschaftlichen Folgen politischer Maßnahmen sollten ausgebaut werden, um Entscheidungsträger*innen zu unterstützen."
2256,2256,"Hochschule fit für morgen machen Wir wollen an Hochschulen eine nachhaltige, klimagerechte und barrierefreie Modernisierung ermöglichen, die auch digitale Infrastruktur Kapitel 4 und die IT-Sicherheit mit einschließt."
2257,2257,"Wir werden sie dabei unterstützen, neue Lösungen für den Klimaschutz zu entwickeln und vor Ort als Reallabore für Klimaneutralität Ideen praktisch erproben zu können."
2258,2258,"Darüber hinaus werden wir über eine Digitalisierungspauschale die IT-Infrastruktur an Hochschulen stärken und die IT-Barrierefreiheit einfordern, Ausund Weiterbildung der Lehrenden ausbauen und digitale Beratungsund Betreuungsangebote für Studierende ausweiten."
